Matrikkel / Org-Anr,Address,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Area name,Days since first sold,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes,Lat,Lon
5001-19/166/0/25,"Alv Schiefloes veg 35, 7059 JAKOBSLI",Selveierleilighet,62,62,65,2012.0,2,7784.1,2022-06-05,3350000,0.0,3350000,2,1,2022-05-13,23,Heimdal Eiendomsmegling,7059,JAKOBSLI,462,4,7,1,0,63.4186,10.4965
5001-41/4/0/3,"Fortunalia 29 C, 7059 JAKOBSLI",Selveierleilighet,110,126,136,2009.0,1,988.3,2022-06-06,4850000,0.0,4850000,4,2,2022-05-24,13,DNB Eiendom,7059,JAKOBSLI,463,1,7,1,0,63.4186,10.4965
948658909/202,"Odenseveien 9, 7020 TRONDHEIM",Borettslagsleilighet,54,54,61,1960.0,2,42651.8,2022-06-06,2820000,116870.0,2936870,2,1,2022-06-01,5,Heimdal Eiendomsmegling,7020,TRONDHEIM,463,4,3,0,0,63.4194,10.3541
948658909/202,"Odenseveien 9, 7020 TRONDHEIM",Borettslagsleilighet,54,54,61,1960.0,2,42651.8,2022-06-06,2820000,116870.0,2936870,2,1,2022-06-01,5,Heimdal Eiendomsmegling,7020,TRONDHEIM,463,4,3,0,0,63.4194,10.3541
5001-414/464/0/0,"Lade alle 18 A, 7041 TRONDHEIM",Selveier enebolig,253,272,272,1984.0,0,528.3,2022-06-07,11200000,0.0,11200000,7,6,2022-05-13,25,Heimdal Eiendomsmegling,7041,TRONDHEIM,464,4,4,1,0,63.4449,10.4454
5001-520/179/0/0,"Stormyrvegen 3 B, 7540 KLÆBU",Selveier tomannsbolig,151,218,238,1996.0,0,322.4,2022-06-07,4290000,0.0,4290000,5,4,2022-05-24,14,Heimdal Eiendomsmegling,7540,KLÆBU,464,4,6,1,0,63.2976,10.4826
985437386/8,"Rosenborg gate 27 B, 7043 TRONDHEIM",Borettslagsleilighet,35,35,39,1900.0,2,933.1,2022-06-07,2450000,64662.0,2514662,2,1,2022-05-06,32,Heimdal Eiendomsmegling,7043,TRONDHEIM,464,4,3,0,0,63.433,10.4219
5001-86/14/0/8,"Margrethe Thomsets veg 13, 7036 TRONDHEIM",Selveierleilighet,41,41,41,2016.0,2,5918.7,2022-06-07,2950000,2745.0,2952745,2,1,2022-05-28,10,Eiendomsmegler 1,7036,TRONDHEIM,464,3,7,1,0,63.3909,10.4281
5001-409/427/0/1,"Holbergs gate 12, 7015 TRONDHEIM",Selveierleilighet,82,90,102,1923.0,1,661.6,2022-06-07,4690000,0.0,4690000,3,3,2022-05-20,18,Proaktiv,7015,TRONDHEIM,464,10,7,1,1,63.4288,10.4221
5001-91/7/0/83,"Fossegrenda 25 B, 7038 TRONDHEIM",Selveierleilighet,53,53,55,1977.0,3,36771.1,2022-06-07,3300000,0.0,3300000,1,1,2022-05-26,12,Eiendomsmegler 1,7038,TRONDHEIM,464,3,7,1,0,63.3864,10.401
5001-17/922/0/18,"Huldervegen 24, 7056 RANHEIM",Selveierleilighet,0,43,43,2013.0,2,6775.5,2022-06-07,2450000,0.0,2450000,2,1,2022-06-07,0,Other,7056,RANHEIM,464,8,7,0,0,63.4236,10.5179
5001-323/511/0/0,"Paul Skolemesters veg 13 B, 7081 SJETNEMARKA",Selveier tomannsbolig,146,174,192,1969.0,0,560.8,2022-06-07,4500000,0.0,4500000,4,3,2022-04-08,60,Eiendomsmegler 1,7081,SJETNEMARKA,464,3,6,1,0,63.3693,10.3965
5001-415/265/0/125,"Ladeveien 28, 7066 TRONDHEIM",Selveierleilighet,54,57,57,2020.0,6,2828.9,2022-06-07,4620000,0.0,4620000,3,2,2022-06-07,0,Other,7066,TRONDHEIM,464,8,7,0,0,63.442,10.4367
955234448/53,"Olav Vasseljens veg 6 C, 7033 TRONDHEIM",Borettslagsleilighet,64,64,69,1972.0,3,15865.4,2022-06-07,3375000,47887.0,3422887,2,2,2022-05-30,8,Eiendomsmegler 1,7033,TRONDHEIM,464,3,3,0,0,63.4022,10.4305
947718819/15,"Tors veg 34 C, 7035 TRONDHEIM",Borettslagsleilighet,71,74,76,1962.0,2,3047.4,2022-06-07,3450000,0.0,3450000,3,2,2022-05-27,11,Proaktiv,7035,TRONDHEIM,464,10,3,1,1,63.4044,10.4198
5001-414/397/0/47,"Håkon Magnussons gate 1 C, 7041 TRONDHEIM",Selveierleilighet,55,55,58,2006.0,2,10063.0,2022-06-07,3850000,0.0,3850000,2,2,2022-06-07,0,Heimdal Eiendomsmegling,7041,TRONDHEIM,464,4,7,1,0,63.4449,10.4454
5001-92/497/0/1,"Leirfossvegen 84, 7038 TRONDHEIM",Selveier tomannsbolig,170,195,212,1913.0,1,1350.0,2022-06-08,4290000,0.0,4290000,4,3,2022-05-30,9,Privatmegleren,7038,TRONDHEIM,465,9,6,1,0,63.3864,10.401
5001-414/323/0/0,"Lade alle 22 A, 7041 TRONDHEIM",Selveier enebolig,141,182,201,1982.0,0,575.9,2022-06-08,8500000,0.0,8500000,4,3,2022-05-30,9,Meglerhuset Nylander,7041,TRONDHEIM,465,7,4,1,0,63.4449,10.4454
5001-91/7/0/116,"Fossegrenda 25 B, 7038 TRONDHEIM",Selveierleilighet,25,25,25,1977.0,4,36771.1,2022-06-08,1330000,0.0,1330000,1,0,2022-05-30,9,Eiendomsmegler 1,7038,TRONDHEIM,465,3,7,1,0,63.3864,10.401
5001-323/2441/0/3,"Brauta 14, 7091 TILLER",Selveier enebolig,97,144,144,2017.0,0,2674.0,2022-06-08,5500000,0.0,5500000,4,3,2022-05-31,8,Meglerhuset Nylander,7091,TILLER,465,7,4,1,0,63.3619,10.3898
5001-17/994/0/38,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,85,85,2021.0,2,3933.5,2022-06-08,6690000,0.0,6690000,3,2,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-17/994/0/48,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,109,109,2021.0,4,3933.5,2022-06-08,8690000,0.0,8690000,4,3,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-409/51/0/4,"Nygata 16 A, 7014 TRONDHEIM",Selveierleilighet,50,50,53,1898.0,2,178.3,2022-06-08,3450000,0.0,3450000,2,1,2022-05-14,25,Lokalmegleren,7014,TRONDHEIM,465,6,7,1,0,63.4303,10.4094
5001-425/232/0/0,"Johan Bojers vei 14, 7021 TRONDHEIM",Selveier enebolig,169,193,193,1959.0,0,1192.6,2022-06-08,11600000,0.0,11600000,5,4,2022-05-27,12,Eiendomsmegler 1,7021,TRONDHEIM,465,3,4,1,0,63.4105,10.3646
948718294/10,"Abels gate 20 A, 7030 TRONDHEIM",Borettslagsleilighet,76,88,89,1959.0,4,3248.1,2022-06-08,4200000,81219.0,4281219,3,2,2022-05-27,12,Proaktiv,7030,TRONDHEIM,465,10,3,1,0,63.4206,10.3973
948719444/65,"Olav Magnussons veg 3, 7046 TRONDHEIM",Borettslagsleilighet,72,87,95,1966.0,3,50812.7,2022-06-08,3700000,338822.0,4038822,3,2,2022-05-31,8,Eiendomsmegler 1,7046,TRONDHEIM,465,3,3,1,1,63.4247,10.4474
5001-40/8/0/0,"Sæterbakken 3, 7059 JAKOBSLI",Selveier enebolig,90,136,136,1953.0,1,1543.0,2022-06-08,4650000,0.0,4650000,4,3,2022-05-30,9,Meglerhuset Nylander,7059,JAKOBSLI,465,7,4,1,0,63.4186,10.4965
948657104/77,"Gina Krogs veg 18, 7046 TRONDHEIM",Borettslagsleilighet,69,69,74,1947.0,1,42247.4,2022-06-08,3620000,205135.0,3825135,3,2,2022-05-19,20,Eiendomsmegler 1,7046,TRONDHEIM,465,3,3,1,0,63.4247,10.4474
960011082/3,"Skjermvegen 84, 7023 TRONDHEIM",Borettslagsleilighet,65,65,65,1952.0,2,1341.5,2022-06-08,2950000,123876.0,3073876,3,2,2022-05-27,12,Proaktiv,7023,TRONDHEIM,465,10,3,0,0,63.3966,10.3642
846722092/4094,"Adolf Øiens veg 7 D, 7036 TRONDHEIM",Borettslag rekkehus,108,167,185,1971.0,0,71960.0,2022-06-08,3900000,148809.0,4048809,5,4,2022-05-25,14,DNB Eiendom,7036,TRONDHEIM,465,1,1,0,0,63.3909,10.4281
990642877/4,"Mellomila 18, 7018 TRONDHEIM",Borettslag tomannsbolig,60,60,66,2006.0,2,146.9,2022-06-08,3600000,22760.0,3622760,3,1,2022-06-02,6,EIE Eiendomsmegling,7018,TRONDHEIM,465,2,2,0,1,63.429,10.3682
5001-409/134/0/5,"Bakkegata 10, 7014 TRONDHEIM",Selveierleilighet,50,53,64,1905.0,1,301.2,2022-06-08,3250000,0.0,3250000,3,2,2022-05-31,8,Proaktiv,7014,TRONDHEIM,465,10,7,0,0,63.4303,10.4094
5001-17/994/0/45,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,53,53,2021.0,3,3933.5,2022-06-08,3790000,0.0,3790000,2,1,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
948759551/1,"Klæbuveien 100, 7030 TRONDHEIM",Borettslagsleilighet,46,46,49,1984.0,2,1169.0,2022-06-08,3060000,193672.0,3253672,2,1,2022-05-05,34,Eiendomsmegler 1,7030,TRONDHEIM,465,3,3,0,0,63.4206,10.3973
5001-412/408/0/5,"Julianus Holms veg 66, 7041 TRONDHEIM",Selveierleilighet,45,49,49,2015.0,1,4721.5,2022-06-08,3390000,0.0,3390000,2,1,2022-05-20,19,Meglerhuset Nylander,7041,TRONDHEIM,465,7,7,1,0,63.4449,10.4454
5001-104/674/0/0,"Rydningen 12, 7027 TRONDHEIM",Selveier enebolig,154,190,190,1975.0,0,625.6,2022-06-08,4765000,0.0,4765000,4,3,2022-05-31,8,Eiendomsmegler 1,7027,TRONDHEIM,465,3,4,1,0,63.39,10.3634
5001-17/994/0/47,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,84,84,2021.0,4,3933.5,2022-06-08,6990000,0.0,6990000,3,2,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
948722585/129,"Karolinerveien 2 C, 7021 TRONDHEIM",Borettslagsleilighet,30,30,33,1967.0,3,44327.8,2022-06-08,2510000,49503.0,2559503,1,1,2022-05-27,12,DNB Eiendom,7021,TRONDHEIM,465,1,3,0,0,63.4105,10.3646
5001-17/994/0/40,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,55,55,2021.0,2,3933.5,2022-06-08,3490000,0.0,3490000,2,1,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-17/994/0/37,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,44,44,2021.0,2,3933.5,2022-06-08,2890000,0.0,2890000,2,1,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-52/224/0/14,"Heggdalsringen 63, 7049 TRONDHEIM",Selveierleilighet,52,52,52,2018.0,2,4572.6,2022-06-08,4100000,0.0,4100000,3,2,2022-05-28,11,Eiendomsmegler 1,7049,TRONDHEIM,465,3,7,1,0,63.4044,10.4535
5001-323/2343/0/0,"Ingeborg Ofstads veg 6, 7091 TILLER",Selveier rekkehus,113,118,122,2011.0,0,139.3,2022-06-08,4800000,0.0,4800000,4,4,2022-05-29,10,EIE Eiendomsmegling,7091,TILLER,465,2,5,1,0,63.3619,10.3898
948969858/125,"Romolslia 58, 7029 TRONDHEIM",Borettslagsleilighet,76,76,83,1971.0,2,45134.2,2022-06-08,2710000,168307.0,2878307,3,2,2022-05-30,9,DNB Eiendom,7029,TRONDHEIM,465,1,3,1,1,63.3767,10.3652
5001-17/860/0/69,"Grillstadfjæra 43, 7053 RANHEIM",Selveierleilighet,46,50,55,2016.0,2,14880.0,2022-06-08,3600000,0.0,3600000,2,1,2022-05-30,9,Eiendomsmegler 1,7053,RANHEIM,465,3,7,1,0,63.4322,10.5095
991489800/34,"Anders Søyseths veg 14 G, 7053 RANHEIM",Borettslagsleilighet,62,62,69,2007.0,2,5393.4,2022-06-08,2700000,666666.0,3366666,2,2,2022-05-27,12,Eiendomsmegler 1,7053,RANHEIM,465,3,3,1,1,63.4322,10.5095
5001-17/994/0/36,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,58,62,68,2022.0,2,3933.5,2022-06-08,4590000,0.0,4590000,3,2,2022-06-08,0,Other,7053,RANHEIM,465,8,7,1,0,63.4322,10.5095
5001-17/994/0/44,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,109,109,2021.0,3,3933.5,2022-06-08,8290000,0.0,8290000,4,3,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-17/994/0/35,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,53,53,2021.0,1,3933.5,2022-06-08,3590000,0.0,3590000,2,1,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-425/232/0/0,"Johan Bojers vei 14, 7021 TRONDHEIM",Selveier enebolig,169,193,193,1959.0,0,1192.6,2022-06-08,11600000,0.0,11600000,5,4,2022-05-27,12,Eiendomsmegler 1,7021,TRONDHEIM,465,3,4,1,0,63.4105,10.3646
5001-48/173/0/0,"Wilhelm K. Størens veg 46, 7048 TRONDHEIM",Selveier rekkehus,151,161,172,2007.0,0,239.7,2022-06-08,7450000,0.0,7450000,5,5,2022-05-30,9,Meglerhuset Nylander,7048,TRONDHEIM,465,7,5,1,0,63.4122,10.4696
5001-49/307/0/60,"Øvre Granåslia 7, 7047 TRONDHEIM",Selveierleilighet,0,27,27,2018.0,1,5974.8,2022-06-08,2500000,0.0,2500000,2,1,2022-06-08,0,Other,7047,TRONDHEIM,465,8,7,0,0,63.4204,10.4708
948924781/13,"Balders veg 1 B, 7033 TRONDHEIM",Borettslagsleilighet,31,31,33,1963.0,2,8376.8,2022-06-08,2500000,133773.0,2633773,1,1,2022-05-27,12,Heimdal Eiendomsmegling,7033,TRONDHEIM,465,4,3,0,0,63.4022,10.4305
5001-58/389/0/10,"Dr. Sands veg 1 E, 7052 TRONDHEIM",Selveierleilighet,48,48,54,1987.0,2,2596.8,2022-06-08,3530000,0.0,3530000,2,2,2022-06-01,7,Meglerhuset Nylander,7052,TRONDHEIM,465,7,7,0,1,63.4225,10.4239
963954735/130,"Sigurd Jorsalfars veg 25 B, 7052 TRONDHEIM",Borettslagsleilighet,69,74,81,1962.0,2,4716.8,2022-06-08,3550000,48099.0,3598099,3,2,2022-05-27,12,Heimdal Eiendomsmegling,7052,TRONDHEIM,465,4,3,1,0,63.4225,10.4239
5001-103/690/0/5,"Per Sivles veg 14 B, 7071 TRONDHEIM",Selveierleilighet,44,44,44,1959.0,1,992.1,2022-06-08,2630000,0.0,2630000,2,1,2022-05-26,13,Eiendomsmegler 1,7071,TRONDHEIM,465,3,7,1,0,63.3989,10.3325
959157871/83,"Sollia 21, 7033 TRONDHEIM",Borettslagsleilighet,88,91,96,1976.0,3,59117.89999999999,2022-06-08,3380000,160650.0,3540650,4,3,2022-05-27,12,Heimdal Eiendomsmegling,7033,TRONDHEIM,465,4,3,1,1,63.4022,10.4305
5001-12/78/0/5,"Bromstadvegen 25 C, 7045 TRONDHEIM",Selveierleilighet,46,46,51,1954.0,2,939.8,2022-06-08,2980000,0.0,2980000,2,1,2022-05-25,14,Privatmegleren,7045,TRONDHEIM,465,9,7,1,0,63.4329,10.4497
5001-424/75/0/0,"Dalhaugveien 19, 7020 TRONDHEIM",Selveier enebolig,170,204,222,1948.0,0,801.3,2022-06-08,9200000,0.0,9200000,6,5,2022-05-31,8,Proaktiv,7020,TRONDHEIM,465,10,4,1,0,63.4194,10.3541
5001-177/723/0/40,"Høyvegen 11, 7089 HEIMDAL",Selveierleilighet,44,47,47,2012.0,1,7493.2,2022-06-08,2400000,0.0,2400000,2,1,2022-05-25,14,Heimdal Eiendomsmegling,7089,HEIMDAL,465,4,7,0,0,63.3539,10.3105
5001-177/726/0/24,"Høyvegen 4, 7089 HEIMDAL",Selveierleilighet,56,60,60,2019.0,3,2070.6,2022-06-08,3525000,0.0,3525000,3,2,2022-05-25,14,Heimdal Eiendomsmegling,7089,HEIMDAL,465,4,7,1,0,63.3539,10.3105
950373520/30,"K.O. Thornæs' veg 12, 7033 TRONDHEIM",Borettslagsleilighet,71,80,89,1966.0,3,95220.0,2022-06-08,3400000,573999.0,3973999,3,2,2022-05-29,10,Eiendomsmegler 1,7033,TRONDHEIM,465,3,3,0,0,63.4022,10.4305
5001-17/994/0/39,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,109,109,2021.0,2,3933.5,2022-06-08,7890000,0.0,7890000,4,3,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
5001-73/48/0/0,"Birkebeinervegen 6, 7031 TRONDHEIM",Selveier tomannsbolig,236,241,278,1959.0,0,792.7,2022-06-08,7750000,0.0,7750000,7,6,2021-12-02,188,Krogsveen,7031,TRONDHEIM,465,5,6,1,0,63.4068,10.401
5001-16/493/0/3,"Christian Bloms veg 2 B, 7058 CHARLOTTENLUND",Selveierleilighet,45,45,45,2012.0,2,1386.0,2022-06-08,2945000,0.0,2945000,2,1,2022-04-26,43,Lokalmegleren,7058,CHARLOTTENLUND,465,6,7,1,0,63.4239,10.4927
5001-323/1179/0/0,"Porsmyra 39, 7091 TILLER",Selveier enebolig,153,186,207,1985.0,0,323.6,2022-06-08,6900000,0.0,6900000,4,3,2022-05-28,11,Lokalmegleren,7091,TILLER,465,6,4,0,0,63.3619,10.3898
948729687/81,"Romolslia 21 D, 7029 TRONDHEIM",Borettslagsleilighet,67,67,67,1976.0,3,58877.2,2022-06-08,2100000,801900.0,2901900,2,1,2022-03-18,82,Krogsveen,7029,TRONDHEIM,465,5,3,0,0,63.3767,10.3652
5001-521/224/0/0,"Pilvegen 13, 7540 KLÆBU",Selveier enebolig,146,154,154,1985.0,0,741.2,2022-06-08,3850000,0.0,3850000,4,3,2022-05-30,9,Eiendomsmegler 1,7540,KLÆBU,465,3,4,1,0,63.2976,10.4826
5001-410/687/0/29,"Dyre Halses gate 5, 7042 TRONDHEIM",Selveierleilighet,40,43,43,2006.0,6,626.5,2022-06-08,3550000,0.0,3550000,2,1,2022-06-08,0,Other,7042,TRONDHEIM,465,8,7,1,0,63.4364,10.4134
5001-17/994/0/41,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,62,62,2021.0,3,3933.5,2022-06-08,4790000,0.0,4790000,3,2,2022-06-08,0,Other,7053,RANHEIM,465,8,7,0,0,63.4322,10.5095
990000697/26,"Nedre Ila 5, 7018 TRONDHEIM",Borettslagsleilighet,50,57,57,2007.0,3,1133.8,2022-06-08,3250000,0.0,3250000,2,1,2022-05-28,11,Proaktiv,7018,TRONDHEIM,465,10,3,1,1,63.429,10.3682
5001-424/75/0/0,"Dalhaugveien 19, 7020 TRONDHEIM",Selveier enebolig,170,204,222,1948.0,0,801.3,2022-06-08,9200000,0.0,9200000,6,5,2022-05-31,8,Proaktiv,7020,TRONDHEIM,465,10,4,1,0,63.4194,10.3541
848896772/185,"Lidarende 7, 7050 TRONDHEIM",Borettslagsleilighet,86,86,86,1971.0,1,47477.8,2022-06-08,4100000,120925.0,4220925,3,2,2022-05-28,11,Eiendomsmegler 1,7050,TRONDHEIM,465,3,3,0,0,63.4124,10.4311
846722092/3142,"Blaklihøgda 10 B, 7036 TRONDHEIM",Borettslagsleilighet,91,105,105,1972.0,1,94296.0,2022-06-08,3100000,125013.0,3225013,3,2,2022-06-01,7,Proaktiv,7036,TRONDHEIM,465,10,3,0,0,63.3909,10.4281
5001-411/151/0/8,"Biskop Sigurds gate 7, 7067 TRONDHEIM",Selveierleilighet,40,40,46,1906.0,2,539.7,2022-06-08,2800000,240120.0,3040120,2,1,2022-05-31,8,Proaktiv,7067,TRONDHEIM,465,10,7,0,0,63.438,10.4277
948722585/129,"Karolinerveien 2 C, 7021 TRONDHEIM",Borettslagsleilighet,30,30,33,1967.0,3,44327.8,2022-06-08,2510000,49503.0,2559503,1,1,2022-05-27,12,DNB Eiendom,7021,TRONDHEIM,465,1,3,0,0,63.4105,10.3646
5001-101/66/0/2,"Gammel-lina 25 C, 7028 TRONDHEIM",Selveier tomannsbolig,82,82,85,1953.0,2,1585.0,2022-06-08,2800000,0.0,2800000,3,2,2022-06-02,6,EIE Eiendomsmegling,7028,TRONDHEIM,465,2,6,1,0,63.388,10.3732
5001-539/18/0/0,"Tanemsmovegen 6, 7549 TANEM",Selveier enebolig,221,284,303,1995.0,0,1153.5,2022-06-08,7000000,0.0,7000000,7,4,2022-05-28,11,Proaktiv,7549,TANEM,465,10,4,1,0,63.3082,10.4356
5001-49/279/0/9,"Stokkbekken 195, 7048 TRONDHEIM",Selveierleilighet,38,38,42,2016.0,1,5983.7,2022-06-09,2650000,0.0,2650000,2,1,2022-06-01,8,Meglerhuset Nylander,7048,TRONDHEIM,466,7,7,1,0,63.4122,10.4696
5001-49/282/0/31,"Stokkbekken 135, 7048 TRONDHEIM",Selveierleilighet,28,28,28,2016.0,2,5689.7,2022-06-09,2220000,0.0,2220000,2,1,2022-05-31,9,Heimdal Eiendomsmegling,7048,TRONDHEIM,466,4,7,1,0,63.4122,10.4696
5001-104/1600/0/0,"Kystadbrinken 33, 7027 TRONDHEIM",Selveier enebolig,207,234,234,1987.0,0,489.7,2022-06-09,6990000,0.0,6990000,4,4,2022-06-01,8,Privatmegleren,7027,TRONDHEIM,466,9,4,1,0,63.39,10.3634
5001-402/133/0/6,"Olav Tryggvasons gate 50, 7011 TRONDHEIM",Selveierleilighet,43,43,49,1989.0,4,291.7,2022-06-09,2725000,0.0,2725000,2,1,2022-04-04,66,Proaktiv,7011,TRONDHEIM,466,10,7,0,0,63.4322,10.3965
5001-104/159/0/0,"Myrvangsvingen 27, 7026 TRONDHEIM",Selveier enebolig,112,151,151,1976.0,0,1153.6,2022-06-09,7300000,0.0,7300000,4,3,2022-05-25,15,Proaktiv,7026,TRONDHEIM,466,10,4,1,0,63.3844,10.3288
5001-409/123/0/8,"Asylbakken 1 B, 7014 TRONDHEIM",Selveierleilighet,42,42,49,1898.0,1,272.4,2022-06-09,2870000,0.0,2870000,2,1,2022-05-27,13,Proaktiv,7014,TRONDHEIM,466,10,7,1,0,63.4303,10.4094
5001-187/78/0/24,"Brattreinflata 4 F, 7026 TRONDHEIM",Selveierleilighet,78,78,84,2006.0,2,4504.3,2022-06-09,4290000,1832.0,4291832,2,2,2022-05-26,14,Heimdal Eiendomsmegling,7026,TRONDHEIM,466,4,7,1,0,63.3844,10.3288
5001-17/994/0/33,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,0,85,85,2021.0,1,3933.5,2022-06-09,6890000,0.0,6890000,3,2,2022-06-09,0,Other,7053,RANHEIM,466,8,7,0,0,63.4322,10.5095
958699433/4,"Stabells veg 9 A, 7021 TRONDHEIM",Borettslagsleilighet,74,74,74,1962.0,2,4578.5,2022-06-09,3200000,184265.0,3384265,3,2,2022-05-31,9,Proaktiv,7021,TRONDHEIM,466,10,3,0,0,63.4105,10.3646
990000697/25,"Nedre Ila 5, 7018 TRONDHEIM",Borettslagsleilighet,69,79,85,2007.0,3,1133.8,2022-06-09,4320000,0.0,4320000,3,2,2022-06-01,8,Privatmegleren,7018,TRONDHEIM,466,9,3,1,1,63.429,10.3682
948722208/39,"Tors veg 11 A, 7035 TRONDHEIM",Borettslagsleilighet,57,57,64,1963.0,4,17319.6,2022-06-09,2850000,537086.0,3387086,2,1,2022-05-30,10,Eiendomsmegler 1,7035,TRONDHEIM,466,3,3,1,1,63.4044,10.4198
5001-58/181/0/2,"Harald Bothners veg 17, 7052 TRONDHEIM",Selveierleilighet,114,122,134,1952.0,1,1590.8,2022-06-09,6400000,0.0,6400000,4,3,2022-06-01,8,Privatmegleren,7052,TRONDHEIM,466,9,7,1,0,63.4225,10.4239
948720353/101,"Haldens gate 17, 7014 TRONDHEIM",Borettslagsleilighet,71,71,71,1948.0,1,2601.7,2022-06-09,3980000,81574.0,4061574,3,2,2022-05-30,10,Eiendomsmegler 1,7014,TRONDHEIM,466,3,3,1,0,63.4303,10.4094
5001-423/312/0/6,"Bynesveien 9, 7018 TRONDHEIM",Selveierleilighet,40,42,45,2009.0,2,1308.8,2022-06-09,2750000,0.0,2750000,2,1,2022-05-27,13,Heimdal Eiendomsmegling,7018,TRONDHEIM,466,4,7,1,0,63.429,10.3682
948726017/36,"Torvmyra 71, 7091 TILLER",Borettslag enebolig,112,123,136,1981.0,0,16711.0,2022-06-09,4050000,415895.0,4465895,4,3,2022-06-01,8,DNB Eiendom,7091,TILLER,466,1,0,0,0,63.3619,10.3898
5001-17/994/0/32,"Strindfjordvegen 15 A, 7053 RANHEIM",Selveierleilighet,45,45,45,2022.0,1,3933.5,2022-06-09,2790000,0.0,2790000,2,1,2022-06-09,0,Other,7053,RANHEIM,466,8,7,1,0,63.4322,10.5095
948969858/383,"Storflata 3, 7029 TRONDHEIM",Borettslagsleilighet,90,93,102,1968.0,3,194023.0,2022-06-09,2325000,196804.0,2521804,4,3,2022-05-31,9,Meglerhuset Nylander,7029,TRONDHEIM,466,7,3,0,0,63.3767,10.3652
948729687/74,"Romolslia 21 D, 7029 TRONDHEIM",Borettslagsleilighet,35,35,35,1973.0,1,58877.2,2022-06-09,1650000,489610.0,2139610,2,1,2022-06-01,8,Heimdal Eiendomsmegling,7029,TRONDHEIM,466,4,3,0,0,63.3767,10.3652
5001-62/571/0/1,"Valgrindvegen 13, 7031 TRONDHEIM",Selveierleilighet,54,60,66,2011.0,1,647.6,2022-06-09,3590000,0.0,3590000,2,1,2022-05-29,11,Eiendomsmegler 1,7031,TRONDHEIM,466,3,7,1,0,63.4068,10.401
5001-315/572/0/0,"Jarveien 21 B, 7072 HEIMDAL",Selveier tomannsbolig,114,114,114,2014.0,0,188.5,2022-06-09,4750000,0.0,4750000,4,3,2022-05-28,12,Proaktiv,7072,HEIMDAL,466,10,6,1,0,63.3517,10.365
5001-415/247/0/11,"Ladeveien 17, 7066 TRONDHEIM",Selveierleilighet,28,28,28,2018.0,2,876.8,2022-06-09,2330000,0.0,2330000,1,0,2022-06-09,0,Other,7066,TRONDHEIM,466,8,7,0,0,63.442,10.4367
5001-29/150/0/48,"Solveig Abrahamsens veg 18, 7054 RANHEIM",Selveierleilighet,64,67,67,2018.0,4,2975.0,2022-06-09,4500000,0.0,4500000,3,2,2022-04-23,47,DNB Eiendom,7054,RANHEIM,466,1,7,1,0,63.4215,10.5451
5001-29/150/0/2,"Solveig Abrahamsens veg 22, 7054 RANHEIM",Selveierleilighet,39,43,43,2018.0,1,2975.0,2022-06-09,2700000,0.0,2700000,2,1,2022-06-04,5,Eiendomsmegler 1,7054,RANHEIM,466,3,7,1,0,63.4215,10.5451
5001-425/85/0/0,"Risemoveien 3 A, 7020 TRONDHEIM",Selveier tomannsbolig,130,130,167,1953.0,0,428.9,2022-06-09,6550000,0.0,6550000,4,3,2022-06-02,7,Heimdal Eiendomsmegling,7020,TRONDHEIM,466,4,6,1,0,63.4194,10.3541
948658909/246,"Odenseveien 21, 7020 TRONDHEIM",Borettslagsleilighet,63,63,68,1958.0,3,42651.8,2022-06-09,3190000,132453.0,3322453,3,2,2022-05-27,13,Heimdal Eiendomsmegling,7020,TRONDHEIM,466,4,3,1,1,63.4194,10.3541
